score	comment	comment_english
4	Ótima loja para parceria: rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.	Great store for partnership: very fast, well packaged and quality products! Just the cost of shipping which was a little sour.
5	Recomendo o vendedor... 	I recommend the seller...
1	O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. 	The product did not arrive on time and caused inconvenience, because I scheduled my son's vacation trip, based on the deadline. I live in Bahia and he in Cuiabá alone. Now the house is empty.
5	Produto entregue como solicitado, e com muita brevidade. Parabéns!  	Product delivered as requested and very quickly. Congratulations!
3	Eu comprei duas unidades e só recebi uma e agora o que faço?	I bought two units and only received one and now what do I do?
3	Produto bom, porém o que veio para mim não condiz com a foto do anúncio.	Good product, but what came to me does not match the photo in the ad.
1	Produto muito inferior, mal acabado.	Very inferior product, poorly finished.
5	O kit mochila patrulha canina é lindo!! Meu netinho vai amar!! Obrigada!!	The canine patrol backpack kit is beautiful!! My grandson will love it!! Thanks!!
5	Maravilha 	Wonderful
3	Entrega no prazo	Delivery on time
5	Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório 	Fulfilled what was promised in the purchase and with a satisfactory delivery time
1	Pedi reembolso e sem resposta até momento 	I asked for a refund and no response so far
5	Super rápido.	Super fast.
5	Satisfeito  	Satisfied
5	estao de parabens... sempre chega com muiiita antecedencia..    Muito obrigada.... 	Congratulations... it always arrives in advance... Thank you very much....
5	OK RECOMENDO	OK I RECOMMEND
3	Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.	Product arrived, but my PC could not recognize the USB ports.
5	Produto de muito boa qualidade, chegou antes do prazo prometido	Very good quality product, arrived earlier than promised
1	Este foi o pedido  Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)  Vendido e entregue targaryen  Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG	This was the order Bucket With 128 Pieces - Building Blocks 2 units - R$ 25.00 each (WAS NOT DELIVERED) Sold and delivered targaryen Eva Carpet Nº Letters 36 Pieces Children 1 unit - R$ 35.90 (THIS WAS DELIVERED
5	Entrega muito rápida  Parabéns	Very fast delivery Congratulations
1	comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois	I bought three packages of five sheets each of transfer paper for dark fabric and I only received two
4	Estava faltando apenas um produto, eu recebi hoje , muito obrigada!  Tudo certo!    Att     Elenice.	Only one product was missing, I received it today, thank you very much! All very well! Att Elenice.
5	A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .	The thermal bag besides beautiful is super spacious. Product as advertised and super fast delivery, delivered well ahead of schedule.
2	Demorou de mais pra entrega 	Took too long for delivery
5	super rapido a entrega .... chegou antes da data... 	super fast delivery.... arrived before the date...
3	A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. 	Delivery was split in two. There was no communication from the store. I thought they only sent part of the product.
1	Não funciona não faz sincronismo	Does not work does not sync
5	Recomendo a todos os clientes	Recommend to all customers
3	Gostei 	Liked it
5	OTIMA	KIDNAPPING
5	Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.	I really liked the bathing game. The flowery print, the embroidery, all very beautiful. Great product.
1	Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.	Only one piece arrived, but the note and the warranty include the two jewels.
1	EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE 	I DIDN'T RECEIVE THE PRODUCT AND IT IS IN THE SYSTEM THAT I RECEIVED IN ADDITION TO PAYING EXPENSIVE SHIPPING
1	Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.	I bought the watch, unisex and they sent a women's watch, much smaller than the ad specs.
5	Sempre compro na lannister.Pra mim é a melhor loja on-line	I always buy from lannister.For me it is the best online store
5	Produto de qualidade excelente	excellent quality product
5	Ótimo custo-benefício	Great value for money
5	OK	OK
5	Gostei da atenção com a entrega	I liked the attention with the delivery
4	 Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs  .	If it had been glass, it would have broken; came in the box without any protection inside, the box was very crumpled. Sorry.. but I like to buy from you.
1	A peça não serviu	The part did not fit
1	Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.	I bought the product on February 25th and today, March 29th, it was not delivered to my home. I don't know if the post office in Brazil is terrible or it was the store itself that took too long to post.
1	fiz minha compra faz 30 dias e não recebi ainda meu produto.  Precisa melhorar nas entregas	I made my purchase 30 days ago and I still haven't received my product. Need to improve on deliveries
5	Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.	I hope to get paid this week, which wouldn't be too extravagant, but... more delay than that would make me give up the baratheon.
5	Entregou no prazo certo, fiquei feliz com a compra que fiz	Delivered on time, I was happy with the purchase I made
5	Lindo relógio adorei	Beautiful watch I loved it
3	Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.	I bought two pendant chandeliers, with the targaryen partner and they only sent me one chandelier. I opened a complaint, but I still haven't received a response. I'm waiting for a solution from Lannister Stores.
5	Muito bom alta qualidade!	Very good high quality!
5	Produto bonito, entregue bem valado e dentro do prazo. Recomendo!	Nice product, delivered well and on time. I recommend!
5	Muito bom	Very good
1	Faltou 1 produto e os que recebi 1 veio quebrado	1 product was missing and the ones I received 1 came broken
5	chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!	It arrived on time and the product is of excellent quality! No more back pain, I'm sleeping very well!
1	aqui está descrevendo como entregue só que ate agora não recebi	here is describing as delivered but so far I have not received
5	Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência 	I think tracking the product should be better and more accurate, but overall it was a great experience
5	Ainda não tive a oportunidade de testar	I haven't had a chance to test it yet.
3	Comecei a usar agora 	I started using it now
5	nada a declarar	nothing to declare
3	Comprar um produto correto na capa mas interno ser outro.???????  	Buy a correct product on the cover but inside will be another.
3	entrega super rapida	super fast delivery
3	Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais	I placed an order for 4 bottles of olive oil. 2 arrived in one day and the other 2 almost 48 hours later. Contact with the store was very difficult, both via email and by phone.
5	O produto chegou muito rapido e de boa qualidade recomendo o produto	The product arrived very fast and of good quality I recommend the product
1	Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!	I can't! I'm waiting for the product I bought to arrive! As soon as that happens, I'll have my opinion formed!
1	Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.	I bought two products and received only one. I sent two emails to the store and got no response. I'm dissatisfied.
3	Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito	I would not recommend this store nor do I intend to buy from it again. The goods were delivered after the deadline and almost 1 month after purchase. On the lannister website, they usually arrive before the deadline. I found it very strange
5	Recomendo	I recommend
4	Atendeu minha expectativa.	It met my expectation.
5	Entrega antes do prazo. Produto muito prático e de fácil manuseio. 	Delivery before the deadline. Very practical and easy to use product.
2	decepcionado	disappointed
5	otimo produto só nao veio manual, mas sem problemas.	great product just didn't come manual, but no problems.
4	Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.  De resto, tudo ok.	One of the pieces didn't fit, it had a different diameter. I had to saw and hammer to be able to fit and fit. Otherwise, all ok.
5	Excelente produto.	Excellent product.
5	Tudo certo	All very well
1	Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! 	Delay in delivery, I hated the service and I will NEVER buy again. baratheon when selling by themselves was much better!
5	Produto muito bom	Very good product
1	o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... 	my product did not arrive... according to the tracking it is stopped in Ribeirão Preto sp...
1	produto deu defeito na 1 vez de uso.	Product failed the 1st time of use.
5	super recomendo produto profissional de qualidade	I highly recommend professional quality product
1	até agora não recebi o produto.	So far I have not received the product.
1	 A loja anuncia um produto e entrega outro.	The store advertises one product and delivers another.
5	muito bom e rapido quando vi ja tinha chegado	very good and fast when I saw it had already arrived
5	O produto chegou muito bem	The product arrived very well
5	otimo	excellent
3	Apesar de ter sido entregue rapidamente, substituíram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessórios estavam corretos.	Although it was delivered quickly, they replaced the METEORO box with the BORNE box. When I tried to complain on lannister the system was down. The guitar and accessories were correct.
5	Muito satisfeito	Very satisfied
4	parabéns para loja e revendedor apesar de ter demorado um pouco	congratulations to the store and dealer even though it took a while
5	Entregue dentro do prazo, e com bom período de validade.	Delivered on time and with a good shelf life.
5	O Jogo de toalhas é lindo mais bonito do que na foto, amei.	The towel set is beautiful more beautiful than in the photo, I loved it.
1	produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação)	product was delivered with one of the handles with problems (1 fixing pin is missing)
2	Foi marcado o dia 14/02 para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue. O produto só foi entregue no dia 28/02.	The 14/02 was scheduled for delivery of the order and the tracking indicated that the product had already been delivered on the date but in fact it was not delivered. The product was only delivered on the 28/02.
2	LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA	STORE IN ADDITION TO SHIPPING IS VERY EXPENSIVE. THE PRODUCT TAKES ALMOST 30 BUSINESS DAYS TO ARRIVE AT YOUR HOME
1	Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. 	I received it very quickly, but another product came, and not what I asked for, the model came different, the color, it came with a case that doesn't have a zipper, in short, I don't recommend it.
5	sempre comprei no stark e estou satisfeito.	I've always bought from stark and I'm satisfied.
5	fiz a compra por tabela e graças A Deus deu tudo certo fico muito grato pode confiar.	I made the purchase by table and thanks to God everything worked out I'm very grateful you can trust.
1	Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado	They canceled my purchase the day before delivery, I called lannister and the attendants didn't know what was going on, a mess, now I'm waiting to see if I will be charged
5	produto de qualidade e eficiência na entrega. recebi muito antes do combinado. recomendo	quality product and efficient delivery. I received it much earlier than agreed. I recommend
5	Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. 	Good product came on time arrived in 08 days are to be congratulated.
1	Enviei 2 solicitações pelo site para trocar o endereço. Recebi a mensagem de que iam me ligar em 48h mas não ligaram.	I sent 2 requests through the website to change the address. I got the message that they were going to call me in 48 hours but they didn't.
5	Tudo ok,o baratheon sempre responsável com a suas entregas.	Everything ok, the baratheon always responsible with their deliveries.
1	o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei	the finish that was in the photo was beautiful what it arrived was an ugly synthetic with a completely smudged finish horrible I didn't like it
1	E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada 	And very messy I bought three products but it didn't come on the sertões day it came separately and on a separate date
5	A	A
5	entrega rapida	fast delivery
4	foi bom	it was good
5	Mercadoria certa entregue no prazo combinado. Grata	Right merchandise delivered on time. Thankful
1	, muito ruim ! 	, too bad !
1	Passou dos dias previstos.	It's past the expected days.
3	Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.	When purchasing the kit, I understood that I would receive 2 bottles of 60 capsules (each) and not 2 bottles of 60 capsules in total. I just won't return it because I need the product.
5	Entrega bem antes do prazo perfeito!!	Delivery well before the perfect deadline!!
5	Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?	Every time I buy more I'm satisfied congratulations on your honesty with your customers 👏👏👏👏?
5	bem rapido a entrega e bom comprar com vcs	very fast delivery and good to buy with you
1	Produto não recomendo não ler em nenhum dispositivo	Product I do not recommend do not read on any device
4	Entrega super rápida, parabéns!	Super fast delivery, congratulations!
4	Tudo rápido e eficiente.	All fast and efficient.
5	Creme maravilhoso e entrega super rápida	Wonderful cream and super fast delivery
1	Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. 	Trying to cancel the product since before the invoice was issued. I wasn't told it was in the mail, I didn't get any response from the cancellation and I can't return it.
4	Chegou hoje   sem comentários	Arrived today without comments
1	Boa Noite    é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor	Good night, it's unfortunate, this store that I've already made so many purchases and today doesn't even give me the satisfaction of a watch worth 50.00 reais... a defective product and so far I haven't given back
5	Muito bom! Aquilo que esperava!	Very good! What I expected!
2	A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.	The protective cover is not exactly what I expected, it leaves something to be desired in terms of material and quality.
3	No site o produto parece ter melhor qualidade de material e acabamento.	On the website the product seems to have better quality of material and finish.
5	Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.  SUPER RECOMENDO.	I received my product correctly and on time, checking the box that everything is correct, but I still haven't assembled it. Beautiful product, perfect color, we love it. HIGHLY RECOMMEND.
3	A embalagem deixou a desejar, por pouco o produto não foi danificado, a caixa estava toda amassada.	The packaging left something to be desired, the product was barely damaged, the box was all crumpled.
5	Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.	Congratulations .Product delivered well ahead of schedule.Met my needs.
5	Recomendo.	I recommend.
3	Faltaram os cabos e o manual	Missing cables and manual
5	ótimo chegou bem antes do prazo .	great arrived well ahead of schedule.
5	Entregue no prazo produto muito bom.	Delivered on time, very good product.
2	O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei.	The product was packed only with brown paper on the packaging and sent by post. Of course, the packaging arrived crumpled and only god knows if the product is working or not, I haven't tested it yet.
5	Acho q deveriam mandar por sedex ao invés de pac	I think they should send by sedex instead of pac
1	Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.	Last time I buy because today it will be 1 month since I made the purchase and nothing, and if it takes longer to deliver I will be looking for my rights against lannister and targaryen stores.
5	Lindo... Só faltou instruções da troca de pulseiras.	Beautiful... Just missing instructions for changing bracelets.
5	Produto exatamente conforme descrito.  Chegou bem antes do prazo!	Product exactly as described. It arrived well ahead of schedule!
5	O produto chegou bem antes do prazo estipulado, amei o atendimento! Super recomendo 	The product arrived well before the stipulated time, I loved the service! I highly recommend
1	Não gostei do produto, material de péssima qualidade.	I didn't like the product, poor quality material.
1	Dos dois produtos comprados, foi entregue apenas um!	Of the two products purchased, only one was delivered!
1	Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok	I don't buy from Lannister anymore. Whether you are a lannister partner or not this targaryen will never use again. When I read that it's from this company I run. An absurdity. Almost a month to deliver. extra.com ok
3	Recebi corretamente o produto	I received the product correctly
5	recebi o produto dentro do prazo informado, ainda não utilizei.	I received the product within the stated period, I have not used it yet.
4	O pedido chegou antes do combinado, muito bom.	The order arrived earlier than expected, very good.
4	produto entregue conforme anunciado.	product delivered as advertised.
3	recebe apenas 01 peça do produto! estou precisando da 2 peças restante! 	receive only 01 piece of the product! I need the remaining 2 pieces!
5	LOJA 10	STORE 10
4	O violão que comprei é lindo, porém a cor do adesivo não confere com a foto do ato da compra, mas aprovei.	The guitar I bought is beautiful, but the color of the sticker does not match the photo of the purchase, but I approved.
1	Nem fizeram a nota fiscal 	Didn't even do the invoice
5	Chegou antes do prazo!  Produto excelente!	Arrived ahead of schedule! Excellent product!
4	trabalho com profissionalismo das lojas lannister. indico com certeza	I work with professionalism from lannister stores. I nominate for sure
1	O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver.	The MP3 player does not work even though I have changed the battery several times. I had to return it.
5	super recomendo o produto que é muito bom!	I highly recommend the product it is very good!
5	Pré treino muito bom, um dos melhores do mercado, se não for o melhor. 	Very good pre workout, one of the best on the market, if not the best.
4	 A loja postou o produto de e mediato o correio demorou um pouco  	The store posted the product and the mail took a while
5	Sempre compro no stark e sempre sou bem atendido, site eficiente e produtos de ótima qualidade, recomendo a todos podem comprar de olhos fechados! 	I always buy from stark and I am always well attended, efficient website and great quality products, I recommend everyone to buy with their eyes closed!
4	Muito bom desde da compra a entrega td direitinho e rapido	Very good from purchase to delivery all straight and fast
5	Tudo ok!	Everything is OK!
1	A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari	Targaryen is not reliable did not deliver my purchase and put it in the tracking of the order that was delivered on 12/14/17 fake company I want to receive my products that were paid with bank slip
5	Entrega e qualidade do produto de acordo com o esperado.	Delivery and product quality as expected.
5	Excelente recomendo	Excelent, I recommend
3	A bolsa e muito bonita por fora  Mas dentro não tem forro   E é bem fragil   	The bag is very beautiful on the outside But inside there is no lining And it is very fragile
1	"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. "	"When I installed the ink cartridge, my printer indicated that it was empty, and gave the error message ""!"" on top of the ink level marker. I already requested the exchange."
4	muito bom, recomendo o produto.	very good, I recommend the product.
5	quanto ao site não tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto é fraco.. 	I have nothing to ask about the site! always fulfill the agreement super... I always recommend! but the product is weak..
4	bom em todos os aspectos	good in all aspects
5	Até hoje estou satisfeito com a sbmarino	To this day I am satisfied with sbmarino
1	Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.	The two leather covers purchased were not delivered. Just one of them. I'm waiting for the money back or the delivery of the second cover.
5	Gostei!	Liked it!
3	Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.	I was happy with. The fabric, but I think the top sheet was missing to complete it, I hope they release it soon.
5	Chegou antes do prazo é a cabeceira é linda.	Arrived ahead of schedule and the headboard is beautiful.
3	Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois.	There was some confusion between the seller and stark, as I received an email from stark asking to cancel the product for some unforeseen delivery; I denied and received the product days later.
5	10	10
5	Gostei do produto chegou no tempo certo os vendedores estão de parabéns	I liked the product arrived on time the sellers are to be congratulated
5	Atendimento excelente	Excelent reception
4	Gostei 	Liked it
1	No dia 19 de maio usei e a à alça quebrou sem muito peso 	On May 19th I used it and the strap broke without much weight
5	Toalha do maior campeão do Brasil maravilhosa 	Towel of the greatest champion of Brazil wonderful
5	A entrega foi realizado muito antes do previsto.   Bom produto...estou satisfeita	Delivery was made much earlier than expected. Good product...I'm satisfied
5	Até agora tudo bem estou esperando a entrega do produto	So far so good I'm waiting for the delivery of the product
5	A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. 	The purchase went as expected, from ordering to receiving the product. All right for sure.
5	O produto foi entregue antes do prazo.  	The product was delivered ahead of schedule.
4	Gostei muito do produto era exatamente boque eu esperava, entrega dentro do prazo, parabéns recomendo a loja	I really liked the product it was exactly what I expected, delivery on time, congratulations I recommend the store
2	comprei o produto na cor preta e chegou na cor vermelha.	I bought the product in black and it arrived in red.
5	já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10  Muito Obrigado	It's the second time I buy in this store, super efficient fast delivery and before the contracted deadline, product well packaged, Note 10 Thank you very much
4	otimo  	excellent
2	Pensei que a mochila fosse um material mais resistente.	I thought the backpack was a more resistant material.
1	Comprei um produto e veio outro.  Mandei msg informando o erro , porém não obtive resposta.  Obrigado 	I bought one product and another came. I sent a message informing the error, but got no response. Thanks
1	o produto demora muita para chegar !	the product takes a long time to arrive!
3	So recebemos um relogio pelo correio    att  	We just received a watch in the mail att
5	entrega rápida, produto conforme esperado	fast delivery, product as expected
5	Tudo como anunciado....Ótimo produto...	Everything as advertised....Great product...
3	Produto de boa qualidade, exatamente conforme anunciado, e o preço baixo é uma atrativo a mais.	Good quality product, exactly as advertised, and the low price is an added attraction.
1	Somente foi entregue uma unidade, ao invés de duas.	Only one unit was delivered, instead of two.
4	 adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito	I loved the product;; I received it before the agreed time, it was very beautiful
5	Muito satisfeito.	Very satisfied.
4	Otimo produto porem caro demais !!! 	Great product but too expensive!!!
5	Produtos otimos, entrega rápida.  Super recomendo!!!	Great products, fast delivery. I highly recommend!!!
2	recebi sim mais com defeito os encaixes sao dois igual e nao fecham   	I received yes but with a defect the fittings are two the same and they do not close
1	Ainda não recebi	I still haven't received
5	Tive um pós venda excelente através do Sr Renato	I had an excellent after-sales service through Mr Renato
5	Gostei muito do produto, a entrega veio antes do prazo. Recomendo, fica bem encaixado no celular, não tira a elegância do aparelho, como outras as capas que deixam monstruoso com o tamanho.	I liked the product very much, the delivery came before the deadline. I recommend, it fits well in the cell phone, it doesn't take away the elegance of the device, like other covers that make it monstrous with the size.
5	Muito bom	Very good
1	Até agora nao recebi.Comprei este aparelho por questao de saude,portanto nao recomendo esta loja.	So far I haven't received it. I bought this device for health reasons, so I don't recommend this store.
5	Recomendo a todos. Produto de ótima qualidade, entregue sem problemas.	I recommend it to everyone. Great quality product, delivered without problems.
5	Produto chegou dentro do prazo. Veio conforme descrição e é excelente.	Product arrived on time. Came as described and is excellent.
4	o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!	The product arrived ahead of schedule, and I liked it a lot!! now my 3 year old boy will enjoy it to the fullest!!
1	Gostaria de saber quando chegará meu produto?  Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!	I would like to know when will my product arrive? Because the expected delivery date has passed, I would like an answer I'm waiting!
4	Loja Nota 10	Note 10 store
5	Parabéns. Recebi antes do prazo . tudo correto como foi combinado.	Congratulations. I received it before the deadline. everything correct as agreed.
1	O produto entregue difere do pedido  trata-se de um produto inferior!  Gostaria que fosse solucionado o problema!  Não estou satisfeito com procedimento!	The delivered product differs from the order, it is an inferior product! I wish the problem was resolved! I am not satisfied with the procedure!
5	Muito bom mesmo!	Really good!
2	Comprei o produto, paguei no boleto e só recebi metade do produto, anunciaram uma coisa é mandaram outra. Muito insatisfeita 😡😡😡	I bought the product, paid in boleto and only received half of the product, they announced one thing and sent another. Very dissatisfied 😡😡😡
5	Entrega antes do prazo produto muito bem conservado. 	Delivered ahead of time, product in very good condition.
5	Produto de ótima qualidade. Adorei!	Great quality product. I loved!
5	Apesar da demora em expedir a nota fiscal, depois de expedida a entrega foi rápida e o produto veio bem embalado. Recomendo.	Despite the delay in sending the invoice, after it was dispatched the delivery was fast and the product came well packaged. I recommend.
2	Comprei o produto dia em inicio de março e não recebi no prazo abrindo até um protocolo para resolverem minha situação	I bought the product at the beginning of March and I did not receive it on time, opening a protocol to resolve my situation
1	Não recebi o produto, assim como nenhum contato por parte do .vendedor	I didn't receive the product, as well as no contact from the .vendedor
1	Nem ratrear estou conseguindo:(	I can't even trace :(
5	nota 10	use 10
3	Esperando o instalador	Waiting for the installer
2	comprei um produto para ser entregue por essa loja  e ainda não recebi  pois assim já se passou a data de entrega	I bought a product to be delivered by this store and I still haven't received it because the delivery date has passed
5	Ótimo serviço	great service
4	Ótima compra. Ótimo produto. Só senti falta de algum comunicado entre a compra e a chegada do produto, só contato. Mas valeu.	Great buy. Great product. I just missed some communication between the purchase and the arrival of the product, just contact. But thanks.
1	veio conforme o pedido mais o pós venda não respondeu nenhuma das minhas perguntas	Came as ordered but after sales did not answer any of my questions
1	Comprei duas mochilas, recebi apenas uma, o natal está chegando e até agora nada!	I bought two backpacks, I received only one, Christmas is coming and so far nothing!
5	Perfeitos😁	Perfect 😁
