score	comment	comment_english
1	Pedi reembolso e sem resposta até momento 	
5	Super rápido.	
5	Satisfeito  	
5	estao de parabens... sempre chega com muiiita antecedencia..    Muito obrigada.... 	
5	OK RECOMENDO	
3	Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.	
5	Produto de muito boa qualidade, chegou antes do prazo prometido	
1	Este foi o pedido  Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)  Vendido e entregue targaryen  Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG	
5	Entrega muito rápida  Parabéns	
1	comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois	
4	Estava faltando apenas um produto, eu recebi hoje , muito obrigada!  Tudo certo!    Att     Elenice.	
5	A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .	
2	Demorou de mais pra entrega 	
5	super rapido a entrega .... chegou antes da data... 	
3	A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. 	
1	Não funciona não faz sincronismo	
5	Recomendo a todos os clientes	
3	Gostei 	
5	OTIMA	
5	Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.	
1	Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.	
1	EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE 	
1	Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.	
5	Sempre compro na lannister.Pra mim é a melhor loja on-line	
5	Produto de qualidade excelente	
5	Ótimo custo-benefício	
5	OK	
5	Gostei da atenção com a entrega	
4	 Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs  .	
1	A peça não serviu	
1	Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.	
1	fiz minha compra faz 30 dias e não recebi ainda meu produto.  Precisa melhorar nas entregas	
5	Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.	
5	Entregou no prazo certo, fiquei feliz com a compra que fiz	
5	Lindo relógio adorei	
3	Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.	
5	Muito bom alta qualidade!	
5	Produto bonito, entregue bem valado e dentro do prazo. Recomendo!	
5	Muito bom	
1	Faltou 1 produto e os que recebi 1 veio quebrado	
5	chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!	
1	aqui está descrevendo como entregue só que ate agora não recebi	
5	Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência 	
5	Ainda não tive a oportunidade de testar	
3	Comecei a usar agora 	
5	nada a declarar	
3	Comprar um produto correto na capa mas interno ser outro.???????  	
3	entrega super rapida	
3	Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais	
5	O produto chegou muito rapido e de boa qualidade recomendo o produto	
1	Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!	
1	Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.	
3	Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito	
5	Recomendo	
4	Atendeu minha expectativa.	
5	Entrega antes do prazo. Produto muito prático e de fácil manuseio. 	
2	decepcionado	
5	otimo produto só nao veio manual, mas sem problemas.	
4	Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.  De resto, tudo ok.	
5	Excelente produto.	
5	Tudo certo	
1	Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! 	
5	Produto muito bom	
1	o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... 	
1	produto deu defeito na 1 vez de uso.	
5	super recomendo produto profissional de qualidade	
1	até agora não recebi o produto.	
1	 A loja anuncia um produto e entrega outro.	
5	muito bom e rapido quando vi ja tinha chegado	
5	O produto chegou muito bem	
5	otimo	
3	Apesar de ter sido entregue rapidamente, substituíram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessórios estavam corretos.	
5	Muito satisfeito	
4	parabéns para loja e revendedor apesar de ter demorado um pouco	
5	Entregue dentro do prazo, e com bom período de validade.	
5	O Jogo de toalhas é lindo mais bonito do que na foto, amei.	
1	produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação)	
2	Foi marcado o dia 14/02 para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue. O produto só foi entregue no dia 28/02.	
2	LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA	
1	Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. 	
5	sempre comprei no stark e estou satisfeito.	
5	fiz a compra por tabela e graças A Deus deu tudo certo fico muito grato pode confiar.	
1	Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado	
5	produto de qualidade e eficiência na entrega. recebi muito antes do combinado. recomendo	
5	Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. 	
1	Enviei 2 solicitações pelo site para trocar o endereço. Recebi a mensagem de que iam me ligar em 48h mas não ligaram.	
5	Tudo ok,o baratheon sempre responsável com a suas entregas.	
1	o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei	
1	E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada 	
5	A	
5	entrega rapida	
4	foi bom	
5	Mercadoria certa entregue no prazo combinado. Grata	
1	, muito ruim ! 	
1	Passou dos dias previstos.	
3	Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.	
5	Entrega bem antes do prazo perfeito!!	
5	Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?	
5	bem rapido a entrega e bom comprar com vcs	
1	Produto não recomendo não ler em nenhum dispositivo	
4	Entrega super rápida, parabéns!	
4	Tudo rápido e eficiente.	
5	Creme maravilhoso e entrega super rápida	
1	Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. 	
4	Chegou hoje   sem comentários	
1	Boa Noite    é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor	
5	Muito bom! Aquilo que esperava!	
2	A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.	
3	No site o produto parece ter melhor qualidade de material e acabamento.	
5	Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.  SUPER RECOMENDO.	
3	A embalagem deixou a desejar, por pouco o produto não foi danificado, a caixa estava toda amassada.	
5	Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.	
5	Recomendo.	
3	Faltaram os cabos e o manual	
5	ótimo chegou bem antes do prazo .	
5	Entregue no prazo produto muito bom.	
2	O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei.	
5	Acho q deveriam mandar por sedex ao invés de pac	
1	Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.	
5	Lindo... Só faltou instruções da troca de pulseiras.	
5	Produto exatamente conforme descrito.  Chegou bem antes do prazo!	
5	O produto chegou bem antes do prazo estipulado, amei o atendimento! Super recomendo 	
1	Não gostei do produto, material de péssima qualidade.	
1	Dos dois produtos comprados, foi entregue apenas um!	
1	Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok	
3	Recebi corretamente o produto	
5	recebi o produto dentro do prazo informado, ainda não utilizei.	
4	O pedido chegou antes do combinado, muito bom.	
4	produto entregue conforme anunciado.	
3	recebe apenas 01 peça do produto! estou precisando da 2 peças restante! 	
5	LOJA 10	
4	O violão que comprei é lindo, porém a cor do adesivo não confere com a foto do ato da compra, mas aprovei.	
1	Nem fizeram a nota fiscal 	
5	Chegou antes do prazo!  Produto excelente!	
4	trabalho com profissionalismo das lojas lannister. indico com certeza	
1	O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver.	
5	super recomendo o produto que é muito bom!	
5	Pré treino muito bom, um dos melhores do mercado, se não for o melhor. 	
4	 A loja postou o produto de e mediato o correio demorou um pouco  	
5	Sempre compro no stark e sempre sou bem atendido, site eficiente e produtos de ótima qualidade, recomendo a todos podem comprar de olhos fechados! 	
4	Muito bom desde da compra a entrega td direitinho e rapido	
5	Tudo ok!	
1	A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari	
5	Entrega e qualidade do produto de acordo com o esperado.	
5	Excelente recomendo	
3	A bolsa e muito bonita por fora  Mas dentro não tem forro   E é bem fragil   	
1	"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. "	
4	muito bom, recomendo o produto.	
5	quanto ao site não tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto é fraco.. 	
4	bom em todos os aspectos	
5	Até hoje estou satisfeito com a sbmarino	
1	Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.	
5	Gostei!	
3	Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.	
5	Chegou antes do prazo é a cabeceira é linda.	
3	Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois.	
5	10	
5	Gostei do produto chegou no tempo certo os vendedores estão de parabéns	
5	Atendimento excelente	
4	Gostei 	
1	No dia 19 de maio usei e a à alça quebrou sem muito peso 	
5	Toalha do maior campeão do Brasil maravilhosa 	
5	A entrega foi realizado muito antes do previsto.   Bom produto...estou satisfeita	
5	Até agora tudo bem estou esperando a entrega do produto	
5	A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. 	
5	O produto foi entregue antes do prazo.  	
4	Gostei muito do produto era exatamente boque eu esperava, entrega dentro do prazo, parabéns recomendo a loja	
2	comprei o produto na cor preta e chegou na cor vermelha.	
5	já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10  Muito Obrigado	
4	otimo  	
2	Pensei que a mochila fosse um material mais resistente.	
1	Comprei um produto e veio outro.  Mandei msg informando o erro , porém não obtive resposta.  Obrigado 	
1	o produto demora muita para chegar !	
3	So recebemos um relogio pelo correio    att  	
5	entrega rápida, produto conforme esperado	
5	Tudo como anunciado....Ótimo produto...	
3	Produto de boa qualidade, exatamente conforme anunciado, e o preço baixo é uma atrativo a mais.	
1	Somente foi entregue uma unidade, ao invés de duas.	
4	 adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito	
5	Muito satisfeito.	
4	Otimo produto porem caro demais !!! 	
5	Produtos otimos, entrega rápida.  Super recomendo!!!	
2	recebi sim mais com defeito os encaixes sao dois igual e nao fecham   	
1	Ainda não recebi	
5	Tive um pós venda excelente através do Sr Renato	
5	Gostei muito do produto, a entrega veio antes do prazo. Recomendo, fica bem encaixado no celular, não tira a elegância do aparelho, como outras as capas que deixam monstruoso com o tamanho.	
5	Muito bom	
1	Até agora nao recebi.Comprei este aparelho por questao de saude,portanto nao recomendo esta loja.	
5	Recomendo a todos. Produto de ótima qualidade, entregue sem problemas.	
5	Produto chegou dentro do prazo. Veio conforme descrição e é excelente.	
4	o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!	
1	Gostaria de saber quando chegará meu produto?  Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!	
4	Loja Nota 10	
5	Parabéns. Recebi antes do prazo . tudo correto como foi combinado.	
1	O produto entregue difere do pedido  trata-se de um produto inferior!  Gostaria que fosse solucionado o problema!  Não estou satisfeito com procedimento!	
5	Muito bom mesmo!	
2	Comprei o produto, paguei no boleto e só recebi metade do produto, anunciaram uma coisa é mandaram outra. Muito insatisfeita 😡😡😡	
5	Entrega antes do prazo produto muito bem conservado. 	
5	Produto de ótima qualidade. Adorei!	
5	Apesar da demora em expedir a nota fiscal, depois de expedida a entrega foi rápida e o produto veio bem embalado. Recomendo.	
2	Comprei o produto dia em inicio de março e não recebi no prazo abrindo até um protocolo para resolverem minha situação	
1	Não recebi o produto, assim como nenhum contato por parte do .vendedor	
1	Nem ratrear estou conseguindo:(	
5	nota 10	
3	Esperando o instalador	
2	comprei um produto para ser entregue por essa loja  e ainda não recebi  pois assim já se passou a data de entrega	
5	Ótimo serviço	
4	Ótima compra. Ótimo produto. Só senti falta de algum comunicado entre a compra e a chegada do produto, só contato. Mas valeu.	
1	veio conforme o pedido mais o pós venda não respondeu nenhuma das minhas perguntas	
1	Comprei duas mochilas, recebi apenas uma, o natal está chegando e até agora nada!	
5	Perfeitos😁	
3	O preço foi ótimo, o prazo de entrega que é longo (mais de 1 mês para entregar). Comprei 2 cartuchos e entregaram apenas 1, reclamei e enviaram o outro ainda dentro do prazo de entrega.	
5	prazo foi estendido,porém entregue no prazo divulgado na propaganda. Cadeira conforme foto, vem para montar, mais fácil e linda	
5	Simplesmente lindo!!  Adorei o produto!!  Tamanho perfeito!!  Já comprei várias produtos, já faz anos que compro no baratheon !!	
4	MUITO BOM! CHEGOU DENTRO DO PRAZO.	
5	Otimo, preço, entregou antes do prazo e produto de ótima qualidade.  	
2	comprei um relogio de presente de natal para meu filho e ate agora nao chegou. enviei mensagens e na ultima conversa o relogio chegaria ontem, porem nao recebi nada.	
5	só poderia entregar mais rápido fim de ano 	
5	Otima Venda, tudo perfeito.	
5	Produto de ótima qualidade!! Chegou antes do tempo esperado. Amei <3	
5	Veio bem embalado, Envio rápido! 	
5	Estou muito satisfeita com a minha compra e com o recebimento do produto; dentro do prazo!	
3	Até agora não recebi nada, a colcha estava prevista para anteontem(18/12) e até agora nada	
1	Os pincéis vieram amassados, não condiz com algumas fotos, mas condiz com a descrição. São fracos, não cabem na case e um veio descolado 	
5	Produto correspondente as minhas expectativas! Foi entregue antes do prazo estabelecido! 	
4	Indico a loja compro sempre na lannister .	
1	O produto veio diferente da q mostra na foto, não é de luxo, nem acolchoado como dizia.	
5	Foi tudo normal , como é mesmo uma compra por internet. Obrigado.	
4	Boa compra.	
4	Produto chegou dentro do prazo. Atende pelo custo benefício, porém a bolsa não é forrada e a alça é de plástico. Estou satisfeita.	
5	Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.	
3	Comprei 02 só enviaram 01	
2	parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio.	
1	Estou aguardando uma resposta até hoje, sobre os meus produtos, já foram pagos e ainda NÃO os recebi, foram 03 iguais e necessito falar com pessoas e NÃO máquina ou gravações.	
5	Entrega e produto perfeito!	
5	Parabéns 😤 pelo excelente atendimento de qualidade.	
4	Produto entregue antecipadamente.	
5	gostei de comprar recebi o produto antes do prazo e de boa qualidade. recomendo.	
5	Super recomendo, stark Sempre chegando antes da dta prevista =D	
4	Correios não entregou 	
4	Entrega feita no prazo e produto em perfeitas condicoes  Parabens a equipe	
3	ainda não recebi o produto	
1	Gostaria de receber os produtos corretos, tentei realizar a troca pela devolução de dinheiro no cartão, mas o site da lannister não possibilita que seja realizado.	
5	Produto perfeito, entrega rápida. Estou satisfeitíssima. 👏🏽	
1	meu produto veio com defeito,devolvi conforme informado.postado no correio conforme indicado.e até hoje não recebi nenhuma notificação da empresa quanto a devolução e análise para ter meuressarcimento	
5	O pedido chegou antes do prazo. Obrigada.	
1	Só recebemos 1 cartucho já abrimos reclamação no site e ainda não obtive resposta. 	
4	Produto de alta qualidade. Descrição confere com o produto  Entregue no tempo certo.  Recomendo.	
1	O tampo da mesa chegou todo amassado e batido.	
2	Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.	
5	O relógio é lindo e a entrega foi muito rápida. Recomendo!	
5	Adorei! Pequeno, fácil de usar, não arranha apela e limpa a pele.. recomendo	
5	Como sempre, excelente serviço.	
1	Até o momento eu n recebir o produto	
4	Como sempre lannister entrega certinho	
5	Produto perfeito, chegou antes do prazo!	
5	Muito bom o produto, melhor que esperava e foi entregue no prazo, gostei bastante. 	
1	Muito bom o produto e preço cobrado!	
5	Sdds 	
5	muito bom o produto.Recomendo	
5	entrega dentro do prazo isso é importante. 	
5	Gostei muito , o objeto veio o mesmo comprado, já comprei em outras lojas e veio outra cor ñ Gostei! Com lannister tudo ok.	
3	O aparelho chegou apresentando defeito, não está apresentando todas as funções no visor digital.	
2	O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca	
1	No aguardo de um retorno urgente.	
1	Produto mais que passou do prazo de entregar, tento resolver o problema com a empresa e não consigo falar com ninguém. Tudo que fazem é me passar para reclamar num sistema que não funciona.	
3	Só recebi um produto. Consta que já recebi os dois. Não recebi a sapateira. 	
1	Deram um prazo muito grande para a entrega do produto e não conseguiram entregar no prazo 	
2	Excelente produto indico a qualquer pessoa.	
5	tudo certinho entrega no prazo ótimo.	
1	Não recebi o produto.e agora?	
3	Chegou amassado... 	
4	Recomendo!	
1	comprei tapete de borracha para tr4 mitsubishi a loja entregou um tapete de pvc horrivel  no titulo ta tapete borracha tr4,  me enganaram e agora o que fazer sendo que tem despesa para devoluçao, por	
5	Ótimo perfume. Fragrância maravilhosa. Recomendo	
4	muito boa e rapida e o produto veio em bom estado agora e mesmo fazer os testes!	
5	O produto superou minha expectativa. O prazo de entrega foi antecipado em 7 dias. Já instalei e ficou show. 	
5	entrega rapida	
5	Previsão de entrega até 18/10, recebi em 05/10, excelente.	
1	Cortina de plástico, na foto parece tecido desenho diferente cores morta apagadas, uma verdadeira porcaria, não recomendo ninguém compra decepção total 	
3	SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO	
5	Loja em si é boa pena a americana nao da suporte ao cliente 	
5	Exatamente o que eu precisava 	
3	Achei a qualidade do produto muito ruim, não veio nenhuma bucha ou parafuso para fixar na parede.	
5	Obrigada, chegou mto rápido	
4	O único problema é que a marcação de data é a marcação americana.	
4	Acho que o produto deveria ter um prazo de validade maior.	
5	Entrega antes do prazo, recomendo essa loja.	
5	show 	
3	Boa noite as lojas lannister são ótimas adoro o site hoje faço pouquíssima compra pelo frete abusivo infelizmente não compensa como antes mas precisamos comprar obrigada 	
5	Excelente produto, bonito e sofisticado.	
4	Não veio a nota fiscal	
5	agradeço muito, pois recebi o produto correto conforme encontrado no site, a entrega foi super rápida. fiquei muito satisfeito e com certeza vou recomentar para os amigo.	
5	Entrega rápida produto conforme anunciado	
1	MEU PRODUTO AINDA NÃO FOI ENTREGUE, JÁ FIZ MINHA RECLAMAÇÃO E ATÉ AGORA NÃO TIVE NENHUMA PREVISÃO DE ENTREGA. ESTOU SUPER INSATISFEITO E QUERO MEU DINHEIRO DE VOLTA. FOI DENUNCIAR AO PROCON.	
1	A cortina não é o modelo que pedi. |	
3	A impressão está saindo com a tinta fraquinha...	
1	Comprei Rosa com Braços Brancos e entregam toda Preta ?	
1	Preciso de uma previsão.	
5	Estou muito satisfeita chegou antes do prazo super recomendo 	
4	Produto chegou antes do prazo estipulado e atendeu plenamente minhas expectativas. 	
4	Entrega dentro do prazo, produto sem nenhum problema	
5	bom	
5	Boa qualidade e preço.	
5	Sempre entrega antes do prazo.	
5	muito bom.super recomendo.entrega sempre certa.	
3	Boas Pessoal, a atendente da lannister foi muito atenciosa porém a loja que deveria ter me entregado o produto cancelou a comprar ??? O que será que aconteceu ???	
5	Entregue antes do prazo! Produto perfeito!	
5	Recomendo para todos, não tive problema nenhum, mercadoria e prazo ótimos.	
5	Gostei de ter comprado nesta loja. Atendimento perfeito.	
3	Comprei uma cadeira, recebi no prazo, porém a cadeira veio quebrada na parte inferior. Poderiam ter um maior cuidado na embalagem.	
5	Sempre compro e sempre recebo o produto certo no prazo ou antes do prazo	
5	ENTREGA MUITO RAPIDA 	
5	O produto foi entregue bem antes do prazo.adorei	
5	Ainda nao instalei mais gostei muito	
5	Bom produto. Entrega rápida. Recomendo	
5	Produto recebido no prazo e em perfeitas condições.	
5	muito bom	
1	Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja! 	
3	ótima compra  mas o frete nao compensa,pesa no orçamento.  devia ter frete grates  	
5	N/a	
4	O produto chegou como eu imaginava,por enquanto estou gostando  	
5	Ótima rápida na entrega OBRIGADO 	
2	Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue 	
5	Produto bom, prazo bom...	
5	Muito bom. Já é o segundo objeto que compro e recebi sem problema nenhum 	
5	Bonito e de boa qualidade. Adorei 	
5	O produto chegou antes do prazo. 	
1	Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone  	
5	Vendedor compromisso do vou o cliente	
3	O produto não atendeu minhas espectativas, pois os potinhos são dificeis de abrir e fechar e a bandeja onde vai os potinhos veio com pontos de ferrugem	
5	Muito satisfeito entrega super rápida.. Show ..parabéns.. eu vacilei e comprei um celular nas casas Bahia tem quase um mês e não entregaram.. 	
5	ótimo	
5	Tudo cento e no prazo recomento	
1	Não recebi o jogo na cor tabaco. Só o vermelho. 	
1	Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios..	
5	Compra perfeita. 	
1	O produto veio estragado	
1	Minha mercadoria não foi entregue , já paguei a primeira fatura quero cancelar a compra pois paguei o frete e não recebi a mercadoria.  	
1	PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.	
3	Recebi apenas 1 caixa com 100 unidades, e pedi 2 caixas. 	
1	Estou extremamente decepcionado. Isso nunca havia acontecido	
1	COMPREI DOIS PENDENTES SÓ CHEGOU UM. PRECISO SABER O QUE FOI QUE HOUVE?	
4	Recomendo esta loja entrega direitinho  	
4	Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.	
5	Entrega rapida e correta	
4	Produto de fácil montagem e atende perfeitamente ao propósito para otimizar espaço.	
1	Produto veio com amassados e também não está funcionando corretamente.	
4	Gostei do produto	
5	Produto de ótima qualidade	
1	Estou esperando há mais de vinte dias e ainda não recebi meu produto e não consigo nenhuma informação. 	
1	Estou aguardando posição da empresa para fazer a devolução do produto.	
1	O CEP foi escrito errado, tive que retirar o produto nos Correios da cidade vizinha.	
1	fornecedor não enviou o produto correto. solicitei o sabor chocolate e me foi enviado outro sabor.	
5	Recomendo está loja.	
5	Ótimo produto. 	
5	Excelente	
5	Continuem assim, com essa responsabilidade com o consumidor, tanto no produto, quanto no prazo de entrega. Primeira vez que compro e vou comprar muitas. Obrigado.	
5	Adorei. Moderno, bonito, meu cantinho do café vai ficar top	
4	bom , foi o que esperava.	
4	Tudo correu como combinado, nada a reclamar.	
4	De fácil manuseio, até o presente atende as expectativas. 	
5	Relógio lindo entrega antes do prazo	
4	Veio conforme o anunciado simples mais bonita. 	
5	Produto condiz com o anúncio 	
1	O produto ainda não chegou	
4	satisfeito eu recomendo	
5	Amei, chegou rapidinho, ainda vou testa-lo.Obrigado!!	
5	Gostei muito do que comprei com vcs muito obrigada breve farei outras compras vanda	
1	Ainda não recebi o produto...	
4	Recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo 	
